,gis_id,chronology,hierarchy,sb_name,su_name,x,z
527,1628,12,3,topo,,5062.0689,126.00000500000002
528,1629,12,3,topo,,5067.0613,126.00000500000002
529,1630,12,3,topo,,5072.0537,126.00000500000002
530,1631,12,3,topo,,5077.0461,126.00000500000002
531,1632,12,3,topo,,5082.0385,126.00000500000002
532,1649,12,3,topo,,5166.9093,126.00000500000002
533,1650,12,3,topo,,5171.9017,126.00000500000002
534,1651,12,3,topo,,5176.8941,126.00000500000002
535,1652,12,3,topo,,5181.8865,126.00000500000002
536,1653,12,3,topo,,5186.8789,126.00000500000002
537,1654,12,3,topo,,5191.8713,125.38030499999999
538,1655,12,3,topo,,5196.8637,125.038005
539,1656,12,3,topo,,5201.8561,125.260505
540,1657,12,3,topo,,5206.8485,125.04030499999999
541,1703,12,3,topo,,5436.4989,125.00000500000002
542,1704,12,3,topo,,5441.4913,125.00000500000002
543,1713,12,3,topo,,5486.4229,125.00000500000002
544,1714,12,3,topo,,5491.4153,124.67880500000001
545,1715,12,3,topo,,5496.4077,124.131205
546,1716,12,3,topo,,5501.4001,124.00000500000002
547,1717,12,3,topo,,5506.3925,124.00000500000002
548,1718,12,3,topo,,5511.3849,124.00000500000002
549,1719,12,3,topo,,5516.3773,124.00000500000002
550,1720,12,3,topo,,5521.3697,124.00000500000002
551,1721,12,3,topo,,5526.3621,124.00000500000002
552,1722,12,3,topo,,5531.3545,124.00000500000002
553,1745,12,3,topo,,7979.9539,116.51150500000001
554,1746,12,3,topo,,7984.9415,116.04170500000001
555,1747,12,3,topo,,7989.9293,116.00000500000002
556,1755,12,3,topo,,8029.8309,116.00000500000002
557,1756,12,3,topo,,8034.8185,116.00000500000002
558,1757,12,3,topo,,8039.8063,116.00000500000002
559,1758,12,3,topo,,8044.7939,116.15870500000001
560,1759,12,3,topo,,8049.7817,116.65170499999999
561,1760,12,3,topo,,8054.7693,117.00000500000002
562,1761,12,3,topo,,8059.7569,116.660905
563,1762,12,3,topo,,8064.7447,116.00000500000002
564,1763,12,3,topo,,8069.7323,116.00000500000002
565,1770,12,3,topo,,8104.6463,116.69250500000001
566,1774,12,3,topo,,8124.5971,116.00000500000002
567,1775,12,3,topo,,8129.5847,116.00000500000002
568,1776,12,3,topo,,8134.5725,116.00000500000002
569,1777,12,3,topo,,8139.5601,116.00000500000002
570,1778,12,3,topo,,8144.5479,116.00000500000002
571,1779,12,3,topo,,8149.5355,116.00000500000002
572,1780,12,3,topo,,8154.5233,116.00000500000002
573,1781,12,3,topo,,8159.5109,116.00000500000002
574,1789,12,3,topo,,7579.2091,118.00000500000002
575,1790,12,3,topo,,7583.4703,118.00000500000002
576,1791,12,3,topo,,7588.4093,118.00000500000002
577,1792,12,3,topo,,7593.3483,118.00000500000002
578,1793,12,3,topo,,7598.2873,118.00000500000002
579,1794,12,3,topo,,7603.2263,118.00000500000002
580,1795,12,3,topo,,7608.1653,118.00000500000002
581,1811,12,3,topo,,7687.1893,118.00000500000002
582,1812,12,3,topo,,7692.1283,118.00000500000002
583,1813,12,3,topo,,7697.0673,118.00000500000002
584,1814,12,3,topo,,7702.0063,118.00000500000002
585,1815,12,3,topo,,7706.9453,117.846605
586,1816,12,3,topo,,7711.8843,117.360205
587,1817,12,3,topo,,7716.8233,118.00000500000002
588,1818,12,3,topo,,7721.7623,118.00000500000002
589,1819,12,3,topo,,7726.7013,117.95700500000001
590,1820,12,3,topo,,7731.6403,117.54890499999999
591,1821,12,3,topo,,7736.5793,118.00000500000002
592,1822,12,3,topo,,7741.5183,118.00000500000002
593,1823,12,3,topo,,7746.4573,118.00000500000002
594,1824,12,3,topo,,7751.3963,118.00000500000002
595,1830,12,3,topo,,7781.0303,118.00000500000002
596,1831,12,3,topo,,7785.9693,118.00000500000002
597,1832,12,3,topo,,7790.9083,118.00000500000002
598,1833,12,3,topo,,7795.8473,118.00000500000002
599,1834,12,3,topo,,7800.7863,116.50350499999999
600,1835,12,3,topo,,7805.7253,115.308205
601,1836,12,3,topo,,7810.6643,115.00000500000002
602,1837,12,3,topo,,7815.6033,116.911005
603,1838,12,3,topo,,7820.5423,118.00000500000002
604,1839,12,3,topo,,7825.4813,118.00000500000002
605,1840,12,3,topo,,7830.4203,117.44520500000002
606,1841,12,3,topo,,7835.3593,117.00000500000002
607,1842,12,3,topo,,7837.6769,117.00000500000002
608,1847,12,3,topo,,2360.3557,138.00000500000002
609,1848,12,3,topo,,2365.3493,137.770205
610,1849,12,3,topo,,2370.3431,137.44520500000002
611,1850,12,3,topo,,2375.3367,137.00000500000002
612,1851,12,3,topo,,2380.3305,137.00000500000002
613,1852,12,3,topo,,2385.3243,137.00000500000002
614,1853,12,3,topo,,2390.3179,137.00000500000002
615,1854,12,3,topo,,2395.3117,137.00000500000002
616,1861,12,3,topo,,2430.2677,137.00000500000002
617,1862,12,3,topo,,2435.2615,137.00000500000002
618,1863,12,3,topo,,2440.2551,137.00000500000002
619,1864,12,3,topo,,2445.2489,137.395405
620,1865,12,3,topo,,2450.2427,137.497505
621,1866,12,3,topo,,2455.2363,137.497205
622,1867,12,3,topo,,2460.2301,137.00000500000002
623,1868,12,3,topo,,2465.2237,137.00000500000002
624,1869,12,3,topo,,2470.2175,137.00000500000002
625,1870,12,3,topo,,2475.2113,137.00000500000002
626,1884,12,3,topo,,2545.1233,137.00000500000002
627,1885,12,3,topo,,2550.1171,137.00000500000002
628,1886,12,3,topo,,2555.1107,137.00000500000002
629,1887,12,3,topo,,2560.1045,137.00000500000002
630,1897,12,3,topo,,2610.0417,137.00000500000002
631,1902,12,3,topo,,2635.0103,136.870505
632,1905,12,3,topo,,2649.9915,137.00000500000002
633,1906,12,3,topo,,2654.9851,137.00000500000002
634,1907,12,3,topo,,2659.9789,136.828305
635,1909,12,3,topo,,2669.9663,136.113405
636,1910,12,3,topo,,2674.9601,136.00000500000002
637,1911,12,3,topo,,2679.9537,136.00000500000002
638,1912,12,3,topo,,2684.9475,136.00000500000002
639,1913,12,3,topo,,2689.9413,136.00000500000002
640,1937,12,3,topo,,2809.7905,136.00000500000002
641,1938,12,3,topo,,2814.7843,136.00000500000002
642,1939,12,3,topo,,2819.7779,136.322805
643,1941,12,3,topo,,2829.7655,136.269405
644,1942,12,3,topo,,2834.7591,135.730505
645,1943,12,3,topo,,2839.7529,136.00000500000002
646,1944,12,3,topo,,2844.7467,136.00000500000002
647,1954,12,3,topo,,2894.6839,135.989505
648,1959,12,3,topo,,2919.6525,136.00000500000002
649,1960,12,3,topo,,2924.6461,136.00000500000002
650,1961,12,3,topo,,2929.6399,136.00000500000002
651,1964,12,3,topo,,2944.6211,134.420205
652,1965,12,3,topo,,2949.6147,134.00000500000002
653,1966,12,3,topo,,2954.6085,133.902905
654,1967,12,3,topo,,2959.6021,134.00000500000002
655,1968,12,3,topo,,2964.5959,134.00000500000002
656,1985,12,3,topo,,3049.4891,134.00000500000002
657,1986,12,3,topo,,3054.4829,134.00000500000002
658,1987,12,3,topo,,3059.4767,134.00000500000002
659,1988,12,3,topo,,3064.4703,134.169305
660,1989,12,3,topo,,3069.4641,134.866705
661,1997,12,3,topo,,3109.4139,135.00000500000002
662,1998,12,3,topo,,3114.4075,135.00000500000002
663,2002,12,3,topo,,3134.3825,135.00000500000002
664,2003,12,3,topo,,3139.3761,134.894805
665,2004,12,3,topo,,3144.3699,134.50000500000002
666,2005,12,3,topo,,3149.3671,134.174805
667,2006,12,3,topo,,3154.3641,134.331405
668,2011,12,3,topo,,3179.3497,134.00000500000002
669,2012,12,3,topo,,3184.3469,134.00000500000002
670,2013,12,3,topo,,3189.3439,134.002305
671,2017,12,3,topo,,3209.3323,134.058505
672,2018,12,3,topo,,3214.3295,134.014205
673,2024,12,3,topo,,3244.3121,133.802305
674,2028,12,3,topo,,3264.3007,134.00000500000002
675,2029,12,3,topo,,3269.2977,134.00000500000002
676,2030,12,3,topo,,3274.2949,134.067805
677,2047,12,3,topo,,3359.2459,134.00000500000002
678,2048,12,3,topo,,3364.2429,134.00000500000002
679,2049,12,3,topo,,3369.2401,134.00000500000002
680,2050,12,3,topo,,3374.2371,134.00000500000002
681,2057,12,3,topo,,3409.2169,134.00000500000002
682,2062,12,3,topo,,3434.2025,134.00000500000002
683,2072,12,3,topo,,3484.1737,134.00000500000002
684,2073,12,3,topo,,3489.1709,134.00000500000002
685,2074,12,3,topo,,3494.1679,134.00000500000002
686,2075,12,3,topo,,3499.1651,134.245905
687,2083,12,3,topo,,3539.1419,133.67990500000002
688,2084,12,3,topo,,3544.1391,133.950005
689,2085,12,3,topo,,3549.1361,133.848105
690,2088,12,3,topo,,3564.1275,133.116805
691,2089,12,3,topo,,3569.1247,133.024305
692,2090,12,3,topo,,3574.1217,133.00000500000002
693,2091,12,3,topo,,3579.1189,133.00000500000002
694,2092,12,3,topo,,3584.1159,133.00000500000002
695,2093,12,3,topo,,3589.1131,133.00000500000002
696,2105,12,3,topo,,3649.0785,133.00000500000002
697,2106,12,3,topo,,3654.0755,133.00000500000002
698,2107,12,3,topo,,3659.0727,133.00000500000002
699,2108,12,3,topo,,3664.0699,133.00000500000002
700,2109,12,3,topo,,3669.0669,133.00000500000002
701,2110,12,3,topo,,3674.0641,133.00000500000002
702,2111,12,3,topo,,3679.0611,133.00000500000002
703,2112,12,3,topo,,3684.0583,133.00000500000002
704,2127,12,3,topo,,3759.0151,132.869405
705,2128,12,3,topo,,3764.0121,133.00000500000002
706,2131,12,3,topo,,3779.0035,133.00000500000002
707,2133,12,3,topo,,3788.9977,132.550405
708,2134,12,3,topo,,3793.9949,131.790305
709,2138,12,3,topo,,3813.9691,131.940105
710,2139,12,3,topo,,3818.9615,132.00000500000002
711,2152,12,3,topo,,3883.8627,132.00000500000002
712,2153,12,3,topo,,3888.8551,132.00000500000002
713,2154,12,3,topo,,3893.8475,132.00000500000002
714,2155,12,3,topo,,3898.8399,132.00000500000002
715,2156,12,3,topo,,3903.8323,132.266605
716,2158,12,3,topo,,3913.8171,132.00000500000002
717,2159,12,3,topo,,3918.8095,132.00000500000002
718,2160,12,3,topo,,3923.8019,132.00000500000002
719,2161,12,3,topo,,3928.7943,132.00000500000002
720,2173,12,3,topo,,3988.7031,132.00000500000002
721,2174,12,3,topo,,3993.6955,132.00000500000002
722,2175,12,3,topo,,3998.6879,131.976305
723,2176,12,3,topo,,4003.6803,131.683305
724,2178,12,3,topo,,4013.6651,132.00000500000002
725,2182,12,3,topo,,4033.6347,131.969405
726,2183,12,3,topo,,4038.6271,131.66600499999998
727,2184,12,3,topo,,4043.6195,131.00000500000002
728,2185,12,3,topo,,4048.6119,131.00000500000002
729,2186,12,3,topo,,4053.6043,131.00000500000002
730,2193,12,3,topo,,4088.5511,130.960105
731,2194,12,3,topo,,4093.5435,130.427605
732,2198,12,3,topo,,4113.5131,130.659405
733,2199,12,3,topo,,4118.5055,131.00000500000002
734,2200,12,3,topo,,4123.4979,131.00000500000002
735,2201,12,3,topo,,4128.4903,131.00000500000002
736,2202,12,3,topo,,4133.4827,131.00000500000002
737,2203,12,3,topo,,4138.4751,131.00000500000002
738,2204,12,3,topo,,4143.4675,131.00000500000002
739,2205,12,3,topo,,4148.4599,131.00000500000002
740,2206,12,3,topo,,4153.4523,131.00000500000002
741,2217,12,3,topo,,4208.3687,130.691605
742,2218,12,3,topo,,4213.3611,130.740705
743,2219,12,3,topo,,4218.3535,131.00000500000002
744,2220,12,3,topo,,4223.3459,131.399405
745,2222,12,3,topo,,4233.3307,132.00000500000002
746,2223,12,3,topo,,4238.3231,132.00000500000002
747,2226,12,3,topo,,4253.3003,130.542905
748,2227,12,3,topo,,4258.2927,130.00000500000002
749,2228,12,3,topo,,4263.2851,130.00000500000002
750,2229,12,3,topo,,4268.2775,130.00000500000002
751,2259,12,3,topo,,6085.5107,123.00000500000002
752,2260,12,3,topo,,6090.5031,123.00000500000002
753,2261,12,3,topo,,6095.4955,123.00000500000002
754,2262,12,3,topo,,6100.4879,123.00000500000002
755,2263,12,3,topo,,6105.4803,123.00000500000002
756,2275,12,3,topo,,6165.3891,123.00000500000002
757,2278,12,3,topo,,6180.3663,123.56900499999999
758,2279,12,3,topo,,6185.3587,123.432605
759,2280,12,3,topo,,6190.3511,123.00000500000002
760,2282,12,3,topo,,6200.3359,123.00000500000002
761,2283,12,3,topo,,6205.3283,123.00000500000002
762,2284,12,3,topo,,6210.3207,123.00000500000002
763,2285,12,3,topo,,6215.3131,122.61520499999999
764,2286,12,3,topo,,6220.3055,122.140005
765,2304,12,3,topo,,6310.1687,122.00000500000002
766,2305,12,3,topo,,6315.1611,122.00000500000002
767,2313,12,3,topo,,6355.1003,123.00000500000002
768,2314,12,3,topo,,6360.0927,123.00000500000002
769,2315,12,3,topo,,6365.0851,123.00000500000002
770,2316,12,3,topo,,6370.0775,123.00000500000002
771,2319,12,3,topo,,6385.0547,123.00000500000002
772,2320,12,3,topo,,6390.0471,123.00000500000002
773,2321,12,3,topo,,6393.6317,123.00000500000002
774,2329,12,3,topo,,4353.1483,130.00000500000002
775,2330,12,3,topo,,4358.1407,130.00000500000002
776,2331,12,3,topo,,4363.1331,130.00000500000002
777,2341,12,3,topo,,4413.0571,129.00000500000002
778,2342,12,3,topo,,4418.0495,129.056905
779,2343,12,3,topo,,4423.0419,129.522605
780,2344,12,3,topo,,4428.0343,129.521705
781,2345,12,3,topo,,4433.0267,129.418205
782,2346,12,3,topo,,4438.0191,129.00000500000002
783,2347,12,3,topo,,4443.0115,129.00000500000002
784,2348,12,3,topo,,4448.0039,129.00000500000002
785,2349,12,3,topo,,4452.9963,129.00000500000002
786,2367,12,3,topo,,4542.8595,129.00000500000002
787,2368,12,3,topo,,4542.8697,129.00000500000002
788,2369,12,3,topo,,7837.6769,117.00000500000002
789,2370,12,3,topo,,7840.2983,117.00000500000002
790,2371,12,3,topo,,7845.2859,117.00000500000002
791,2372,12,3,topo,,7850.2737,117.00000500000002
792,2373,12,3,topo,,7855.2613,117.00000500000002
793,2374,12,3,topo,,7860.2491,117.00000500000002
794,2375,12,3,topo,,7865.2367,117.00000500000002
795,2376,12,3,topo,,7870.2245,117.00000500000002
796,,2,2,S0-1,C2,3143.7824,96.47562
797,,6,3,S2,GF,4347.2116,88.84362
798,,6,3,S2,GF,5183.7602,87.95815
799,,11,2,S4-1,LCN-2,6539.62,120.72049999999999
